title,creator,date,description,subject,location,source,orig-coll,format,type,orig-id,rights,object-id
"Forest Fire, 1910 - Wallace [1910] General view","Barnard Studio (Wallace, Idaho)",1910,"Image of Wallace, Idaho after the fire of August 20, 1910. &lt;br&gt;Caption on front: """"General view from Samuel's Hotel, showing Oregon, Washington Railroad and Navigation station, August 20, 1910""""","fires; buildings (structures); railroads; railroads cars;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X90,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",47
"Forest Fire - Wallace [1910] Taken Aug. 25, after fire of Aug. 20","Barnard Studio (Wallace, Idaho)",1910-08-22,"Image of Wallace, Idaho after the fire of August 20, 1910.","fires; buildings (structures); groups of people;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho; Men--Idaho; Women--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X91a,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",48
"Wallace, Idaho - Fire of August 20, 1910","Barnard Studio (Wallace, Idaho)",1910-08-22,"Image of Wallace, Idaho after the fire of August 20, 1910.","fires; buildings (structures); groups of people;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho; Men--Idaho; Women--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X91b,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",49
"Forest Fire, 1910 - Wallace [1910] Showing corner of Samuel's Hotel on Aug. 22, after fire of Aug. 20","Barnard Studio (Wallace, Idaho)",1910-08-22,"Image of Wallace, Idaho after the fire of August 20, 1910, shows the corner of Samuel's Hotel on August 22, 1910.","fires; buildings (structures); groups of people; wagons (cargo vehicles);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Horses;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho; Men--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X92,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",50
"Forest Fire, 1910 - Wallace [1910] Oil tanks that withstood the fire of August 20","Barnard Studio (Wallace, Idaho)",1910,Oil tank that withstood the great forest fire of 1910.,"oil storage tanks; fires;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Fires--Idaho ; Fuel tanks;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X170,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",51
"Wallace, Idaho - after fire [1910] taken from the tank","Barnard Studio (Wallace, Idaho)",1910,After fire.  Taken from the tank of the town,"fires; water tanks; towns;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Fires--Idaho; Water tanks--Idaho; Cities and towns--Idaho;",United States--Idaho--Shoshone--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X478,"Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",52
"Wallace, Idaho - Forest fire 1910 [1910] Ruins in East Wallace","Barnard Studio (Wallace, Idaho)",1910,Forest fire 1910. Ruins in East Wallace.,"fires; damage;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Fires--Idaho; Debris--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X545c,"Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",53
"Wallace, Idaho - Forest fire 1910 [1910] Some damage of East Wallace","Barnard Studio (Wallace, Idaho)",1910,Forest fire 1910. Some damage of East Wallace.,"fires; damage;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Fires--Idaho; Debris--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X545d,"Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",54
"Wallace, Idaho - Forest fire 1910 [1910]","Barnard Studio (Wallace, Idaho)",1910,Forest fire 1910. Smoke before fire entered town Aug. 20.,"fires; smoke;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Fires--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X545e,"Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",55
Forest fire 1910 [1910] Smoke before fire entered town Aug. 20,"Barnard Studio (Wallace, Idaho)",1910,Showing ruins of the Pacific Hotel; Hotel street from 7th. Forest fire 1910,"fires; damage;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Fires--Idaho; Debris--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X545f,"Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",56
Two men standing in yard of home. 1910 Forest fire - copy. Copied for S.A. Woodbury. 1960. Negative,"Barnard Studio (Wallace, Idaho)",1910,Images shows two men standing in the yard of a home. 1910 Forest fire,"fires; groups of people; dwellings;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; ",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-27831a,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",57
"Forest Fire - Wallace Idaho Aug 20, 1910 Men burned in the fire","Barnard Studio (Wallace, Idaho)",1910,"Forest fire August 20, 1910. Men burned in the fire.","fires; damage; studio portraits;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections;; Fires--Idaho; Group portraits;  Wounds & injuries --Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-X545h,"Digital image copyright 2010, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",58
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Night time image of the fire burning buildings in Wallace, Idaho. Forest fire 1910.","fires;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498a,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",59
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Night time image of the fire burning buildings in Wallace, Idaho. Forest fire 1910.","fires;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498b,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",60
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Night time image of the fire burning buildings in Wallace, Idaho. Forest fire 1910.","fires;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498c,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",61
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Night time image of the fire burning buildings in Wallace, Idaho. Forest fire 1910.","fires;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498d,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",62
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Night time image of the fire burning buildings in Wallace, Idaho. Forest fire 1910.","fires;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498e,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",63
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Image shows people assessing the damage left by the fire in Wallace, Idaho. Forest fire 1910.","fires;  groups of people;; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498f,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",64
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.","fires;  buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498g,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",65
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho); Barnard Studio (Wallace, Idaho)",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.","fires;  buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498h,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.; Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",66
"Forest Fire, 1910 - Wallace [1910]","Barnard Studio (Wallace, Idaho)",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.","fires;  groups of people; buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho; Bicycles & tricycles--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-B498i,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",67
"Big pine that killed three men, Big Creek. 1910 Forest fire - copy. Copied for S.A. Woodbury. 1960. Negative","Barnard Studio (Wallace, Idaho)",1910,"Image is of the big pine that killed three men, Big Creek. 1910 Forest fire.","fires;  creeks (bodies of water);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho;",United States--Idaho--Shoshone County,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-27831e,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",68
"Forest Fire 1910 - Wallace, Idaho Remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20.","Barnard Studio (Wallace, Idaho)",1910,"Image shows the remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20, 1910.","fires;  groups of people; buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-C4a,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",69
"Forest Fire 1910 - Wallace, Idaho Remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20.","Barnard Studio (Wallace, Idaho)",1910,"Image shows the remains of brick building at 721 Bank and, in background, O.R. & N depot, after fire of August 20, 1910.","fires;  groups of people; buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-C4b,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",70
Forest Fire 1910 - Wallace [1910] Brewery,"Barnard Studio (Wallace, Idaho); Barnard Studio (Wallace, Idaho)",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.","fires;  buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-C4c,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.; Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",71
Mr. Morris at the Pulaski tunnel in Placer Creek. 1910 Forest fire - copy. Copied for S.A. Woodbury. 1960. Negative,"Barnard Studio (Wallace, Idaho)",1910,Image shows Mr. Morris at the Pulaski tunnel in Placer Creek. 1910 Forest fire,"fires;  creeks (bodies of water);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho;",United States--Idaho--Shoshone County,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-27831d,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",72
Forest Fire 1910 - Wallace [1910] Brewery,"Barnard Studio (Wallace, Idaho)",1910,"Image is of debris from a damaged building in Wallace, Idaho. Forest fire 1910.","fires;  buildings (structures);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-C4d,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",73
Forest Fire 1910 - Wallace [1910] Placer Creek after the fire.,"Barnard Studio (Wallace, Idaho)",1910,Image shows burned timber surrounding Placer Creek after the fire. Forest fire 1910.,"fires;  creeks (bodies of water);; Barnard, T. N. (Thomas Nathan)--Photograph collections; Stockbridge, Nellie--Photograph collections; Forest fires--Idaho;; Debris--Idaho; Buildings--Idaho; Bricks; Cities and towns--Idaho;",United States--Idaho--Shoshone County--Wallace,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Barnard Stockbridge Collection,image/jpg,Image;StillImage,8-C5a,"Digital image copyright 2009, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.",74
